problem,sampler,local_rank,number,hv,state,archive_prune_policy,archive_unbounded,blxab_alpha,blxab_beta,cauchy_gamma,crossover,crossover_alpha,crossover_eta,crossover_prob,fuzzy_d,gaussian_sigma,initializer,laplace_a,laplace_b,levy_beta,levy_scale,mutation,mutation_eta,mutation_prob_factor,nonuniform_perturbation,offspring_ratio,pcx_sigma_eta,pcx_sigma_zeta,pop_size,power_index,repair,scatter_base_size_factor,selection,selection_size,simplex_epsilon,undx_eta,undx_zeta,uniform_perturb,use_external_archive,wa_alpha,user_attrs_config,user_attrs_fidelity_trace,duration
zcat15,gp,1,7,0.19853277168705397,COMPLETE,hv,True,0.5955935582940491,0.31415121138558955,0.30744043859348413,blx_alpha,0.8161106105123578,9.426510648054084,0.7581119171683876,1.1725596190473073,0.40225294570289766,lhs,-0.5060702167896436,0.45264118530850433,1.3327365188288174,0.07636230343403927,linked_polynomial,10.45717684696325,1.6937184305666428,0.3554818261245114,1.0,0.3558808322090046,0.4140482703576706,26,0.8565686041155248,random,0.75,tournament,8,0.14723991184010515,0.5717072536226472,0.5114023682479253,0.08054532910125801,True,0.8450230371615876,"{'pop_size': 26, 'offspring_ratio': 1.0, 'selection': 'tournament', 'use_external_archive': True, 'initializer': 'lhs', 'crossover': 'blx_alpha', 'crossover_prob': 0.7581119171683876, 'mutation': 'linked_polynomial', 'mutation_prob_factor': 1.6937184305666428, 'mutation_eta': 10.45717684696325, 'repair': 'random', 'archive_unbounded': True, 'archive_prune_policy': 'hv', 'selection_size': 8, 'crossover_eta': 9.426510648054084, 'crossover_alpha': 0.8161106105123578, 'blxab_alpha': 0.5955935582940491, 'blxab_beta': 0.31415121138558955, 'wa_alpha': 0.8450230371615876, 'laplace_a': -0.5060702167896436, 'laplace_b': 0.45264118530850433, 'fuzzy_d': 1.1725596190473073, 'pcx_sigma_eta': 0.3558808322090046, 'pcx_sigma_zeta': 0.4140482703576706, 'undx_zeta': 0.5114023682479253, 'undx_eta': 0.5717072536226472, 'simplex_epsilon': 0.14723991184010515, 'nonuniform_perturbation': 0.3554818261245114, 'gaussian_sigma': 0.40225294570289766, 'cauchy_gamma': 0.30744043859348413, 'uniform_perturb': 0.08054532910125801, 'levy_beta': 1.3327365188288174, 'levy_scale': 0.07636230343403927, 'power_index': 0.8565686041155248, 'scatter_base_size_factor': 0.75}","[{'step': 0, 'budget': 5000, 'score': 0.15241299993627783, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.19230969010511287, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.19853277168705397, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:52.003815
zcat15,gp,1,8,0.19161852710352859,COMPLETE,hv,True,0.033220761011423794,0.0908161731436864,0.25245051742812297,undx,0.25547335527467396,24.42338059079475,0.8520593414274524,0.6429881611851913,0.2269153677304673,random,0.7856807119567484,1.5887831004173496,1.6023555543776404,0.046476070304702605,non_uniform,6.656036288560085,1.2661234626807114,0.1298886662835747,0.75,0.4164765232679655,0.3511395231824623,26,3.0007322364179063,midpoint,0.2,sus,4,0.37246543589704795,0.32899698923911275,0.11687490937724634,0.33200450995920766,True,0.5801975885315505,"{'pop_size': 26, 'offspring_ratio': 0.75, 'selection': 'sus', 'use_external_archive': True, 'initializer': 'random', 'crossover': 'undx', 'crossover_prob': 0.8520593414274524, 'mutation': 'non_uniform', 'mutation_prob_factor': 1.2661234626807114, 'mutation_eta': 6.656036288560085, 'repair': 'midpoint', 'archive_unbounded': True, 'archive_prune_policy': 'hv', 'selection_size': 4, 'crossover_eta': 24.42338059079475, 'crossover_alpha': 0.25547335527467396, 'blxab_alpha': 0.033220761011423794, 'blxab_beta': 0.0908161731436864, 'wa_alpha': 0.5801975885315505, 'laplace_a': 0.7856807119567484, 'laplace_b': 1.5887831004173496, 'fuzzy_d': 0.6429881611851913, 'pcx_sigma_eta': 0.4164765232679655, 'pcx_sigma_zeta': 0.3511395231824623, 'undx_zeta': 0.11687490937724634, 'undx_eta': 0.32899698923911275, 'simplex_epsilon': 0.37246543589704795, 'nonuniform_perturbation': 0.1298886662835747, 'gaussian_sigma': 0.2269153677304673, 'cauchy_gamma': 0.25245051742812297, 'uniform_perturb': 0.33200450995920766, 'levy_beta': 1.6023555543776404, 'levy_scale': 0.046476070304702605, 'power_index': 3.0007322364179063, 'scatter_base_size_factor': 0.2}","[{'step': 0, 'budget': 5000, 'score': 0.14065742518067684, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.18507814413586324, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.19161852710352859, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:01:00.676365
zcat15,gp,1,9,0.11507402692277051,COMPLETE,crowding,True,0.16913237635309697,0.6969246097837305,0.3300319480053476,simplex,0.3484327986056074,29.31266978676627,0.9150294684936009,0.7559880405492927,0.08256307071107588,obl,-0.465348679194062,1.1863992688135792,1.7881773382625505,0.099243362674799,non_uniform,22.808693920006853,1.6010344504779392,0.4473971140358091,0.75,0.13393383052662772,0.11144788672505558,92,3.7082374025513345,random,0.1,boltzmann,3,0.3565237019645735,0.9466387907732413,0.8370295491250702,0.4781274336121069,True,0.13690317477202096,"{'pop_size': 92, 'offspring_ratio': 0.75, 'selection': 'boltzmann', 'use_external_archive': True, 'initializer': 'obl', 'crossover': 'simplex', 'crossover_prob': 0.9150294684936009, 'mutation': 'non_uniform', 'mutation_prob_factor': 1.6010344504779392, 'mutation_eta': 22.808693920006853, 'repair': 'random', 'archive_unbounded': True, 'archive_prune_policy': 'crowding', 'selection_size': 3, 'crossover_eta': 29.31266978676627, 'crossover_alpha': 0.3484327986056074, 'blxab_alpha': 0.16913237635309697, 'blxab_beta': 0.6969246097837305, 'wa_alpha': 0.13690317477202096, 'laplace_a': -0.465348679194062, 'laplace_b': 1.1863992688135792, 'fuzzy_d': 0.7559880405492927, 'pcx_sigma_eta': 0.13393383052662772, 'pcx_sigma_zeta': 0.11144788672505558, 'undx_zeta': 0.8370295491250702, 'undx_eta': 0.9466387907732413, 'simplex_epsilon': 0.3565237019645735, 'nonuniform_perturbation': 0.4473971140358091, 'gaussian_sigma': 0.08256307071107588, 'cauchy_gamma': 0.3300319480053476, 'uniform_perturb': 0.4781274336121069, 'levy_beta': 1.7881773382625505, 'levy_scale': 0.099243362674799, 'power_index': 3.7082374025513345, 'scatter_base_size_factor': 0.1}","[{'step': 0, 'budget': 5000, 'score': 0.02094913777984818, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.07091002507982262, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.11507402692277051, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:39.963288
zcat15,gp,1,10,0.09881970611913514,COMPLETE,knn,False,0.6207692887803701,0.6697696103851768,0.40660831723351987,laplace,0.2519246307432378,29.828827515694357,0.7414946586771651,0.4846219795296043,0.43703349801119196,scatter,-0.7920945015138654,0.8990538020509011,1.1019622567308547,0.0063667444867824856,polynomial,7.299797051720873,1.1622717704534333,0.23968143725535573,0.25,0.4452931148492952,0.27997057108940426,67,1.696396525095446,random,0.5,ranking,9,0.30692390908129386,0.6612619462662537,0.9276473521105505,0.2299756324719714,False,0.30658709284983765,"{'pop_size': 67, 'offspring_ratio': 0.25, 'selection': 'ranking', 'use_external_archive': False, 'initializer': 'scatter', 'crossover': 'laplace', 'crossover_prob': 0.7414946586771651, 'mutation': 'polynomial', 'mutation_prob_factor': 1.1622717704534333, 'mutation_eta': 7.299797051720873, 'repair': 'random', 'archive_unbounded': False, 'archive_prune_policy': 'knn', 'selection_size': 9, 'crossover_eta': 29.828827515694357, 'crossover_alpha': 0.2519246307432378, 'blxab_alpha': 0.6207692887803701, 'blxab_beta': 0.6697696103851768, 'wa_alpha': 0.30658709284983765, 'laplace_a': -0.7920945015138654, 'laplace_b': 0.8990538020509011, 'fuzzy_d': 0.4846219795296043, 'pcx_sigma_eta': 0.4452931148492952, 'pcx_sigma_zeta': 0.27997057108940426, 'undx_zeta': 0.9276473521105505, 'undx_eta': 0.6612619462662537, 'simplex_epsilon': 0.30692390908129386, 'nonuniform_perturbation': 0.23968143725535573, 'gaussian_sigma': 0.43703349801119196, 'cauchy_gamma': 0.40660831723351987, 'uniform_perturb': 0.2299756324719714, 'levy_beta': 1.1019622567308547, 'levy_scale': 0.0063667444867824856, 'power_index': 1.696396525095446, 'scatter_base_size_factor': 0.5}","[{'step': 0, 'budget': 5000, 'score': 0.01903408829543859, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.06231325548336075, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.09881970611913514, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:50.688350
zcat15,gp,1,11,0.12886621448244528,COMPLETE,hv,False,0.777841755760336,0.5453668392502792,0.08975531830102558,laplace,0.46639174601818256,38.893948654393,0.7764596970692358,1.9848626255981257,0.08679238265141251,sobol,-0.6777368977359612,0.22714686666263634,1.5658068345615936,0.0552282294514696,power_law,10.15145150580695,1.1990711814310502,0.4290861264312238,1.0,0.4470714927964579,0.06653375797806999,90,2.6842244563915805,random,0.1,sus,3,0.8580616208202457,0.2468067299361019,0.6385317195397466,0.30593975043709065,True,0.21139887453515693,"{'pop_size': 90, 'offspring_ratio': 1.0, 'selection': 'sus', 'use_external_archive': True, 'initializer': 'sobol', 'crossover': 'laplace', 'crossover_prob': 0.7764596970692358, 'mutation': 'power_law', 'mutation_prob_factor': 1.1990711814310502, 'mutation_eta': 10.15145150580695, 'repair': 'random', 'archive_unbounded': False, 'archive_prune_policy': 'hv', 'selection_size': 3, 'crossover_eta': 38.893948654393, 'crossover_alpha': 0.46639174601818256, 'blxab_alpha': 0.777841755760336, 'blxab_beta': 0.5453668392502792, 'wa_alpha': 0.21139887453515693, 'laplace_a': -0.6777368977359612, 'laplace_b': 0.22714686666263634, 'fuzzy_d': 1.9848626255981257, 'pcx_sigma_eta': 0.4470714927964579, 'pcx_sigma_zeta': 0.06653375797806999, 'undx_zeta': 0.6385317195397466, 'undx_eta': 0.2468067299361019, 'simplex_epsilon': 0.8580616208202457, 'nonuniform_perturbation': 0.4290861264312238, 'gaussian_sigma': 0.08679238265141251, 'cauchy_gamma': 0.08975531830102558, 'uniform_perturb': 0.30593975043709065, 'levy_beta': 1.5658068345615936, 'levy_scale': 0.0552282294514696, 'power_index': 2.6842244563915805, 'scatter_base_size_factor': 0.1}","[{'step': 0, 'budget': 5000, 'score': 0.04169124511413488, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.091878190230554, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.12886621448244528, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:31.786700
zcat15,gp,1,13,0.15176167700558033,COMPLETE,hv,False,0.8059407491989821,0.504960056979703,0.13234480106435104,laplace,0.4008984701961266,26.252308932677586,0.7837544990213989,1.4876823327301165,0.2615203965924882,sobol,-0.4688218218715571,0.2018902906817777,1.5102135168705946,0.04477394598391009,power_law,8.373989508664579,1.233707341436279,0.40718795629496185,1.0,0.4365752973489428,0.1754002366249815,59,2.340844937121317,random,0.1,sus,5,0.6389187576812235,0.2899187358390191,0.5615570345551053,0.25453095748027865,True,0.501763529982949,"{'pop_size': 59, 'offspring_ratio': 1.0, 'selection': 'sus', 'use_external_archive': True, 'initializer': 'sobol', 'crossover': 'laplace', 'crossover_prob': 0.7837544990213989, 'mutation': 'power_law', 'mutation_prob_factor': 1.233707341436279, 'mutation_eta': 8.373989508664579, 'repair': 'random', 'archive_unbounded': False, 'archive_prune_policy': 'hv', 'selection_size': 5, 'crossover_eta': 26.252308932677586, 'crossover_alpha': 0.4008984701961266, 'blxab_alpha': 0.8059407491989821, 'blxab_beta': 0.504960056979703, 'wa_alpha': 0.501763529982949, 'laplace_a': -0.4688218218715571, 'laplace_b': 0.2018902906817777, 'fuzzy_d': 1.4876823327301165, 'pcx_sigma_eta': 0.4365752973489428, 'pcx_sigma_zeta': 0.1754002366249815, 'undx_zeta': 0.5615570345551053, 'undx_eta': 0.2899187358390191, 'simplex_epsilon': 0.6389187576812235, 'nonuniform_perturbation': 0.40718795629496185, 'gaussian_sigma': 0.2615203965924882, 'cauchy_gamma': 0.13234480106435104, 'uniform_perturb': 0.25453095748027865, 'levy_beta': 1.5102135168705946, 'levy_scale': 0.04477394598391009, 'power_index': 2.340844937121317, 'scatter_base_size_factor': 0.1}","[{'step': 0, 'budget': 5000, 'score': 0.09038648475820027, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.12728515032022694, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.15176167700558033, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:38.319072
zcat15,gp,1,14,0.1627172241796284,COMPLETE,hv,False,0.764467388166126,0.48874945901738487,0.011060234811011541,laplace,0.5234713652285911,27.672066531510605,0.8273048406229189,1.7911489422842257,0.14330516392591336,sobol,-0.16820920784905502,0.1129353896462494,1.4972706141848395,0.06237576103085757,power_law,17.100119655592888,1.4765876377222587,0.4496611071686201,1.0,0.3502740492027886,0.09019653743220711,64,3.0380589552119224,random,0.1,sus,4,0.8128767457080445,0.13850969388543627,0.4076108205944271,0.3331379723239824,True,0.46969224261993214,"{'pop_size': 64, 'offspring_ratio': 1.0, 'selection': 'sus', 'use_external_archive': True, 'initializer': 'sobol', 'crossover': 'laplace', 'crossover_prob': 0.8273048406229189, 'mutation': 'power_law', 'mutation_prob_factor': 1.4765876377222587, 'mutation_eta': 17.100119655592888, 'repair': 'random', 'archive_unbounded': False, 'archive_prune_policy': 'hv', 'selection_size': 4, 'crossover_eta': 27.672066531510605, 'crossover_alpha': 0.5234713652285911, 'blxab_alpha': 0.764467388166126, 'blxab_beta': 0.48874945901738487, 'wa_alpha': 0.46969224261993214, 'laplace_a': -0.16820920784905502, 'laplace_b': 0.1129353896462494, 'fuzzy_d': 1.7911489422842257, 'pcx_sigma_eta': 0.3502740492027886, 'pcx_sigma_zeta': 0.09019653743220711, 'undx_zeta': 0.4076108205944271, 'undx_eta': 0.13850969388543627, 'simplex_epsilon': 0.8128767457080445, 'nonuniform_perturbation': 0.4496611071686201, 'gaussian_sigma': 0.14330516392591336, 'cauchy_gamma': 0.011060234811011541, 'uniform_perturb': 0.3331379723239824, 'levy_beta': 1.4972706141848395, 'levy_scale': 0.06237576103085757, 'power_index': 3.0380589552119224, 'scatter_base_size_factor': 0.1}","[{'step': 0, 'budget': 5000, 'score': 0.08279387307931609, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.1361281937116325, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.1627172241796284, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:36.300183
zcat15,gp,1,15,0.19859178171357686,COMPLETE,hv,True,0.7391524630004407,0.3892346268439609,0.16630215682261917,blx_alpha,0.5278966727983339,9.795944204436196,0.7965153612710661,1.0377940654425004,0.39156438379967884,lhs,-0.27056085579534195,0.2760705011017684,1.4211732324372413,0.051260352402823874,linked_polynomial,11.80123506559027,1.361936802795973,0.3726533033407232,1.0,0.3736013513289181,0.3398274112615308,32,2.0865924346963327,random,0.75,tournament,7,0.3200768073953185,0.39930281630906617,0.438507106420604,0.17744866941456225,True,0.8757434885160473,"{'pop_size': 32, 'offspring_ratio': 1.0, 'selection': 'tournament', 'use_external_archive': True, 'initializer': 'lhs', 'crossover': 'blx_alpha', 'crossover_prob': 0.7965153612710661, 'mutation': 'linked_polynomial', 'mutation_prob_factor': 1.361936802795973, 'mutation_eta': 11.80123506559027, 'repair': 'random', 'archive_unbounded': True, 'archive_prune_policy': 'hv', 'selection_size': 7, 'crossover_eta': 9.795944204436196, 'crossover_alpha': 0.5278966727983339, 'blxab_alpha': 0.7391524630004407, 'blxab_beta': 0.3892346268439609, 'wa_alpha': 0.8757434885160473, 'laplace_a': -0.27056085579534195, 'laplace_b': 0.2760705011017684, 'fuzzy_d': 1.0377940654425004, 'pcx_sigma_eta': 0.3736013513289181, 'pcx_sigma_zeta': 0.3398274112615308, 'undx_zeta': 0.438507106420604, 'undx_eta': 0.39930281630906617, 'simplex_epsilon': 0.3200768073953185, 'nonuniform_perturbation': 0.3726533033407232, 'gaussian_sigma': 0.39156438379967884, 'cauchy_gamma': 0.16630215682261917, 'uniform_perturb': 0.17744866941456225, 'levy_beta': 1.4211732324372413, 'levy_scale': 0.051260352402823874, 'power_index': 2.0865924346963327, 'scatter_base_size_factor': 0.75}","[{'step': 0, 'budget': 5000, 'score': 0.1682956505572477, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.19284707358876352, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.19859178171357686, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:35.055872
zcat15,gp,1,16,0.15856244417875096,COMPLETE,hv,False,0.7842942586134513,0.4514869468639494,0.04349156712352667,laplace,0.47948421927855317,17.95256062596485,0.8319663811619549,1.4207832611133047,0.2728461245014692,sobol,-0.008761983520748418,0.1039044168271073,1.4563933920774466,0.05516697645489304,power_law,15.737451918000009,1.4953652539336721,0.4320980593533402,1.0,0.3434367597640256,0.17607209230787024,46,2.770186349401022,random,0.1,sus,6,0.6472483401398998,0.17005010666509218,0.34590538999401155,0.29185615040942886,True,0.6931255948822457,"{'pop_size': 46, 'offspring_ratio': 1.0, 'selection': 'sus', 'use_external_archive': True, 'initializer': 'sobol', 'crossover': 'laplace', 'crossover_prob': 0.8319663811619549, 'mutation': 'power_law', 'mutation_prob_factor': 1.4953652539336721, 'mutation_eta': 15.737451918000009, 'repair': 'random', 'archive_unbounded': False, 'archive_prune_policy': 'hv', 'selection_size': 6, 'crossover_eta': 17.95256062596485, 'crossover_alpha': 0.47948421927855317, 'blxab_alpha': 0.7842942586134513, 'blxab_beta': 0.4514869468639494, 'wa_alpha': 0.6931255948822457, 'laplace_a': -0.008761983520748418, 'laplace_b': 0.1039044168271073, 'fuzzy_d': 1.4207832611133047, 'pcx_sigma_eta': 0.3434367597640256, 'pcx_sigma_zeta': 0.17607209230787024, 'undx_zeta': 0.34590538999401155, 'undx_eta': 0.17005010666509218, 'simplex_epsilon': 0.6472483401398998, 'nonuniform_perturbation': 0.4320980593533402, 'gaussian_sigma': 0.2728461245014692, 'cauchy_gamma': 0.04349156712352667, 'uniform_perturb': 0.29185615040942886, 'levy_beta': 1.4563933920774466, 'levy_scale': 0.05516697645489304, 'power_index': 2.770186349401022, 'scatter_base_size_factor': 0.1}","[{'step': 0, 'budget': 5000, 'score': 0.0788570814595351, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.13845009475496842, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.15856244417875096, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:39.842674
zcat15,gp,1,18,0.199876697008726,COMPLETE,hv,True,0.6697667938274305,0.220559937790213,0.16740010946332068,blx_alpha,0.7992292263061538,5.0,0.8238224272736678,1.0670202747687814,0.37888018144535507,lhs,0.018902907067896546,0.2580522063699543,1.334399871917031,0.08700200245799002,linked_polynomial,16.594936452920322,1.78193609090505,0.3866155088552841,1.0,0.2989531513560594,0.4072385874009865,22,1.520973663450004,random,0.75,tournament,8,0.24916668487442487,0.3118567169636251,0.21113093686256174,0.12672614839605525,True,1.0,"{'pop_size': 22, 'offspring_ratio': 1.0, 'selection': 'tournament', 'use_external_archive': True, 'initializer': 'lhs', 'crossover': 'blx_alpha', 'crossover_prob': 0.8238224272736678, 'mutation': 'linked_polynomial', 'mutation_prob_factor': 1.78193609090505, 'mutation_eta': 16.594936452920322, 'repair': 'random', 'archive_unbounded': True, 'archive_prune_policy': 'hv', 'selection_size': 8, 'crossover_eta': 5.0, 'crossover_alpha': 0.7992292263061538, 'blxab_alpha': 0.6697667938274305, 'blxab_beta': 0.220559937790213, 'wa_alpha': 1.0, 'laplace_a': 0.018902907067896546, 'laplace_b': 0.2580522063699543, 'fuzzy_d': 1.0670202747687814, 'pcx_sigma_eta': 0.2989531513560594, 'pcx_sigma_zeta': 0.4072385874009865, 'undx_zeta': 0.21113093686256174, 'undx_eta': 0.3118567169636251, 'simplex_epsilon': 0.24916668487442487, 'nonuniform_perturbation': 0.3866155088552841, 'gaussian_sigma': 0.37888018144535507, 'cauchy_gamma': 0.16740010946332068, 'uniform_perturb': 0.12672614839605525, 'levy_beta': 1.334399871917031, 'levy_scale': 0.08700200245799002, 'power_index': 1.520973663450004, 'scatter_base_size_factor': 0.75}","[{'step': 0, 'budget': 5000, 'score': 0.12238930961704801, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.18959585170254392, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.199876697008726, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:43.942898
zcat15,gp,1,26,0.19818405671533976,COMPLETE,hv,True,0.9462441081144476,0.06730076700372001,0.2672564905446451,blx_alpha,0.8157493620853855,5.0,0.8474248643017863,0.8693292245911505,0.4960421235562066,lhs,-0.3935418733555107,0.09372793877579683,1.593274283151546,0.0681146294815142,linked_polynomial,12.1668618393189,1.5134747314658465,0.42720364629693036,1.0,0.29487616619594326,0.4802920842916379,20,2.7012048650627287,random,0.75,tournament,6,0.15961715509011778,0.5684937330331936,0.5225063038525052,0.0814698160245888,True,1.0,"{'pop_size': 20, 'offspring_ratio': 1.0, 'selection': 'tournament', 'use_external_archive': True, 'initializer': 'lhs', 'crossover': 'blx_alpha', 'crossover_prob': 0.8474248643017863, 'mutation': 'linked_polynomial', 'mutation_prob_factor': 1.5134747314658465, 'mutation_eta': 12.1668618393189, 'repair': 'random', 'archive_unbounded': True, 'archive_prune_policy': 'hv', 'selection_size': 6, 'crossover_eta': 5.0, 'crossover_alpha': 0.8157493620853855, 'blxab_alpha': 0.9462441081144476, 'blxab_beta': 0.06730076700372001, 'wa_alpha': 1.0, 'laplace_a': -0.3935418733555107, 'laplace_b': 0.09372793877579683, 'fuzzy_d': 0.8693292245911505, 'pcx_sigma_eta': 0.29487616619594326, 'pcx_sigma_zeta': 0.4802920842916379, 'undx_zeta': 0.5225063038525052, 'undx_eta': 0.5684937330331936, 'simplex_epsilon': 0.15961715509011778, 'nonuniform_perturbation': 0.42720364629693036, 'gaussian_sigma': 0.4960421235562066, 'cauchy_gamma': 0.2672564905446451, 'uniform_perturb': 0.0814698160245888, 'levy_beta': 1.593274283151546, 'levy_scale': 0.0681146294815142, 'power_index': 2.7012048650627287, 'scatter_base_size_factor': 0.75}","[{'step': 0, 'budget': 5000, 'score': 0.14661925296226966, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.19295427345102997, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.19818405671533976, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:54.574748
zcat15,gp,1,27,0.2007566736504014,COMPLETE,hv,True,0.7222940298843727,0.3912477295572666,0.13909893088688277,blx_alpha,0.7251396526909645,5.0,0.8221951956850008,0.6574078982510534,0.49498115539714044,lhs,-0.46657127472955917,0.023208837446083742,1.0760807653775948,0.05011489846514641,linked_polynomial,23.800721831557944,1.6995453684175967,0.4467116605931723,1.0,0.27200227906805813,0.49385660495304123,20,1.4252745750978397,random,0.75,tournament,7,0.10051324511563438,0.4485131542433012,0.6314826641856782,0.09659013225979182,True,1.0,"{'pop_size': 20, 'offspring_ratio': 1.0, 'selection': 'tournament', 'use_external_archive': True, 'initializer': 'lhs', 'crossover': 'blx_alpha', 'crossover_prob': 0.8221951956850008, 'mutation': 'linked_polynomial', 'mutation_prob_factor': 1.6995453684175967, 'mutation_eta': 23.800721831557944, 'repair': 'random', 'archive_unbounded': True, 'archive_prune_policy': 'hv', 'selection_size': 7, 'crossover_eta': 5.0, 'crossover_alpha': 0.7251396526909645, 'blxab_alpha': 0.7222940298843727, 'blxab_beta': 0.3912477295572666, 'wa_alpha': 1.0, 'laplace_a': -0.46657127472955917, 'laplace_b': 0.023208837446083742, 'fuzzy_d': 0.6574078982510534, 'pcx_sigma_eta': 0.27200227906805813, 'pcx_sigma_zeta': 0.49385660495304123, 'undx_zeta': 0.6314826641856782, 'undx_eta': 0.4485131542433012, 'simplex_epsilon': 0.10051324511563438, 'nonuniform_perturbation': 0.4467116605931723, 'gaussian_sigma': 0.49498115539714044, 'cauchy_gamma': 0.13909893088688277, 'uniform_perturb': 0.09659013225979182, 'levy_beta': 1.0760807653775948, 'levy_scale': 0.05011489846514641, 'power_index': 1.4252745750978397, 'scatter_base_size_factor': 0.75}","[{'step': 0, 'budget': 5000, 'score': 0.17875505741454692, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 1, 'budget': 10000, 'score': 0.19777851152895673, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}, {'step': 2, 'budget': 15000, 'score': 0.2007566736504014, 'instances_used': 1, 'instances_total': 1, 'seeds_used': 3, 'seeds_total': 3}]",0 days 00:00:53.421422
